,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
673,Dique 2,PEDREIRA SARGON LTDA,60101300000199,SP,SANTA ISABEL,-23.357750000000003,-46.285888888888884,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
674,Dique 4 (Barragem 3 - Bota fora),PEDREIRA SARGON LTDA,60101300000199,SP,SANTA ISABEL,-23.356805555555557,-46.275333333333336,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
675,Dique 5 (Barragem 4 - Bota fora),PEDREIRA SARGON LTDA,60101300000199,SP,SANTA ISABEL,-23.356055555555557,-46.27469444444444,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
676,Dique 1 (Barragem 2 -Britagem),PEDREIRA SARGON LTDA,60101300000199,SP,SANTA ISABEL,-23.355833333333333,-46.283166666666666,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
677,Dique 3 (Barragem 1 - Portaria),PEDREIRA SARGON LTDA,60101300000199,SP,SANTA ISABEL,-23.35663888888889,-46.28494444444444,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
678,BACIA DE DECANTAÇÃO - PLANTA I,Geocal Mineração Ltda,00255910000115,SP,SANTANA DE PARNAÍBA,-23.400988888888886,-46.91824722222222,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
679,engebrita,Pedreira Engebrita Ltda,61728804000104,SP,SANTOS,-23.881666666666668,-46.31433333333333,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
680,BARRAGEM DE CLARIFICAÇÃO,AGIS MINERACAO LTDA.,60874229000187,SP,SÃO PAULO,-23.420555555555556,-46.73605555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,1.0
681,Barragem de Sedimentos da Pedreira Juruaçu - BA4,EMBU S A ENGENHARIA E COMERCIO,61322558000188,SP,SÃO PAULO,-23.409555555555553,-46.73122222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
682,CAVA 1,L PAVAN & CIA LTDA,44140069000196,SP,SÃO PAULO,-23.785111111111114,-46.696777777777775,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
683,CAVA 2,L PAVAN & CIA LTDA,44140069000196,SP,SÃO PAULO,-23.782916666666665,-46.69880555555555,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
684,Lagoa 1,MINERACAO DARCY R.O. E SILVA LTDA,45369188000188,SP,SÃO SIMÃO,-21.432786111111113,-47.61324166666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.01
685,Lagoa 2,MINERACAO DARCY R.O. E SILVA LTDA,45369188000188,SP,SÃO SIMÃO,-21.43033888888889,-47.613055555555555,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
686,Fazenda Santa Fé,TECH ROCK MINERACAO LTDA,62579818000168,SP,SOROCABA,-23.508972222222223,-47.39088888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,10.0
687,Quevedo 1,EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA,02745436000135,SP,TATUÍ,-23.354805555555558,-47.730250000000005,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,10.0
688,Quevedo 3,EXTRACAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA,02745436000135,SP,TATUÍ,-23.35363611111111,-47.734375,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,10.0
689,BARRAGEM SUL OU TANQUE VELHO,MINERACAO TABIPORA LTDA,79066841000151,PR,CAMPO LARGO,-25.370505833333333,-49.69086083333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,10.0
690,Bacia de Decantação Final No Bota Fora,Mineração Nossa Senhora do Carmo Ltda,83647750000187,PR,CERRO AZUL,-24.748508333333334,-49.187797222222216,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,10.0
691,Pinheirinho,Mineração Nossa Senhora do Carmo Ltda,83647750000187,PR,CERRO AZUL,-24.747997222222224,-49.19470277777778,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
692,Santa Líbera,Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma,80967540000188,SC,FORQUILHINHA,-28.738500000000002,-49.425888888888885,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,5.0
693,Barragem 101,Indústria Carbonífera Rio Deserto Ltda,83286500000169,SC,IÇARA,-28.729166666666664,-49.248333333333335,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,5.0
694,Barragem Lauro Muller,Carbonífera Belluno Ltda.,83163576000105,SC,LAURO MÜLLER,-28.40961111111111,-49.427749999999996,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Sim,2.0,0.0,1,0.0,0.0,0,0.0
695,Barragem Lauro Muller - Bacia 4,Carbonífera Belluno Ltda.,83163576000105,SC,LAURO MÜLLER,-28.408819444444443,-49.42847777777777,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.0
696,Barragem Rio Fiorita,Carbonífera Belluno Ltda.,83163576000105,SC,SIDERÓPOLIS,-28.586851944444444,-49.443215277777774,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,4.0
697,BACIA DE DECANTAÇÃO DA USINA RIO FIORITA,GABRIELLA MINERACAO LTDA,07105967000187,SC,SIDERÓPOLIS,-28.577277777777777,-49.44219444444444,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Cava com Barramento Construído,Sim,2.0,1.0,1,0.0,0.0,0,4.0
698,Barragem Cruz de Malta,Indústria Carbonífera Rio Deserto Ltda,83286500000169,SC,TREVISO,-28.473055555555554,-49.45805555555556,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,4.0
699,Bacia A,CARBONIFERA METROPOLITANA S/A,83647917000100,SC,TREVISO,-28.49211111111111,-49.46027777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,5.0
700,Bacia B,CARBONIFERA METROPOLITANA S/A,83647917000100,SC,TREVISO,-28.49413888888889,-49.46002777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.7
701,Bacia de Acumulação A,CARBONIFERA METROPOLITANA S/A,83647917000100,SC,TREVISO,-28.48306111111111,-49.451122222222224,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
702,Bacia de Acumulação B,CARBONIFERA METROPOLITANA S/A,83647917000100,SC,TREVISO,-28.482441666666666,-49.45132777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
703,Bacia de Lodo,CARBONIFERA METROPOLITANA S/A,83647917000100,SC,TREVISO,-28.481502777777777,-49.452086111111115,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,6.7
704,Bacia de Acumulação de Efluente Tratado,CARBONIFERA SIDEROPOLIS LTDA,83852137000100,SC,URUSSANGA,-28.456441666666667,-49.37055,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,1.0
705,Bacia de Acumulação 01,CARBONIFERA SIDEROPOLIS LTDA,83852137000100,SC,URUSSANGA,-28.453611111111112,-49.37027777777778,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Enviado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
706,Bacia de Finos da Mina do Recreio,Copelmi Mineração Ltda,33059528000195,RS,BUTIÁ,-30.14566138888889,-52.00377527777778,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,2,0.0,0.0,0,0.0
707,Barragem CBC,Companhia Brasileira do Cobre,87678207000106,RS,CAÇAPAVA DO SUL,-30.919777777777778,-53.41804166666667,Sul do Equador,Média,Média,Não,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,1.0
708,Bacia de Finos da Mina do Cerro,Copelmi Mineração Ltda,33059528000195,RS,CACHOEIRA DO SUL,-30.386201944444444,-53.043733055555556,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,6.0,50.0,1,10.0
709,P1-1,COMPANHIA RIOGRANDENSE DE MINERACAO CRM,92724145000153,RS,MINAS DO LEÃO,-30.131027777777778,-52.051944444444445,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Enviado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,80.0
710,MNP-01,Mineração Nova Petrópolis Ltda.,16785060000105,RS,NOVA PETRÓPOLIS,-29.346666666666664,-51.19166666666666,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,12.0
711,Bacia B-2A,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.261555555555557,-57.528555555555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,20.0
712,Bacia B-2B,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.261555555555557,-57.528555555555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
713,Bacia B-3,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.262416666666667,-57.528416666666665,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
714,Bacia B-4,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.262083333333333,-57.52791666666666,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,35.0
715,Bacia B-5A,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.262333333333334,-57.52777777777778,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
716,Bacia B-5B,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.2625,-57.52761111111111,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
717,Bacia B-9,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.26527777777778,-57.52661111111111,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,35.0
718,Barragem Sul,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.205527777777778,-57.635305555555554,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,40.0
719,Gregório,MINERACAO CORUMBAENSE REUNIDA S.A.,03327988000196,MS,CORUMBÁ,-19.224446666666665,-57.559979166666665,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,40.0
720,Bacia B-8,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.264666666666667,-57.527055555555556,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
721,"Bacia S""""",VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.26097222222222,-57.528777777777776,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
722,Baia 4,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.20035083333333,-57.63943888888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
723,Bacia 05 Alto da Serra,MINERACAO CORUMBAENSE REUNIDA S.A.,03327988000196,MS,CORUMBÁ,-19.19184027777778,-57.61378138888889,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,35.0
724,Bacia 02-03 Alto da Serra Mn,MINERACAO CORUMBAENSE REUNIDA S.A.,03327988000196,MS,CORUMBÁ,-19.190809444444444,-57.6166975,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
725,Barragem B-6,VETRIA MINERACAO S.A.,10228340000128,MS,CORUMBÁ,-19.262694444444445,-57.527055555555556,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,40.0
726,ARENAL,COOPERATIVA DE MINERADORES E GARIMPEIROS DA REGIAO DE ARIPUANA - COOPEMIGA,36084594000103,MT,ARIPUANÃ,-10.123502777777778,-59.474722222222226,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
727,LIPINISKY,william monteiro lipinisky ,***055303***,MT,CARLINDA,-9.79448611111111,-55.798375,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
728,Barragem T04,Valdinei Mauro de Souza,***568360***,MT,CUIABÁ,-15.558333333333334,-55.802905555555554,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
729,Barragem TB ,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,CUIABÁ,-15.510619444444444,-56.04776944444444,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,40.0
730,PURO OURO,VALGNO DE MATOS TINOCO,***065508***,MT,CUIABÁ,-15.556175000000001,-55.84623888888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
731,VALE DO OURO,Rodrigo Moraes Fiacadori,***998455***,MT,CUIABÁ,-15.919627777777777,-56.44723527777777,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.15
732,Barragem MSJ ,COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO,26729643000164,MT,CUIABÁ,-15.492038333333333,-55.939119999999996,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
733,Barragem Serrinha,SERRINHA GOLDMINE LTDA,42451000000158,MT,CUIABÁ,-15.504008333333333,-56.020675,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,30.0
734,KIN T01,Mineração Aricá Ltda,14684662000132,MT,CUIABÁ,-15.557166666666667,-55.81506666666667,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.05
735,CASA DE PEDRA,MINERACAO CASA DE PEDRA LTDA,80336233000107,MT,CUIABÁ,-15.560166666666667,-55.79266666666666,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
736,BARRAGEM T02,Euler Oliveira Coelho,***878978***,MT,CUIABÁ,-15.561816666666667,-55.82259444444445,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
737,BARRAGEM JVR,JOAO ROBERTO CARDOSO,***352235***,MT,CUIABÁ,-15.534016666666666,-56.05063611111111,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
738,Rejeito,Vantage Brasil Mineração Ltda.,08222734000127,MT,JUÍNA,-11.313396944444445,-59.086264722222225,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.05
739,Barragem  LVR,VYACHESLAV RYSIN,***033456***,MT,JUÍNA,-11.463339166666666,-58.938520277777776,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
740,Barragem  LVR,L V R COMERCIO E EXTRACAO MINERAL LTDA,05797877000179,MT,JUÍNA,-11.463339166666666,-58.938520277777776,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
741,SERRA,COOPERATIVA DE EXTRACAO DE METAIS E PEDRAS PRECIOSAS DE PONTES E LACERDA-MT,21046611000140,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.694328888888888,-59.72912027777778,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
742,Dique de Finos,MINERACAO APOENA S.A.,10302599000171,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.849338888888889,-59.658113888888884,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
743,Cabeceiras,MINERACAO APOENA S.A.,10302599000171,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.835988055555557,-59.66909111111111,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
744,Casarão,MINERACAO APOENA S.A.,10302599000171,MT,VILA BELA DA SANTÍSSIMA TRINDADE,-14.852415833333334,-59.654468611111106,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
745,BACIA DE REJEITO MINERGOLD,Marcelo Busnardo EPP,27390991000112,MT,NOSSA SENHORA DO LIVRAMENTO,-15.696527777777778,-56.33391666666667,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
746,MANÉ,Manoel Rodrigues Gimenes,***157070***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.81140277777778,-56.39019166666667,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.6
747,BR SANTA FELICIDADE 02,FILADELFO DOS REIS DIAS,***047942***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.664294444444446,-56.35454722222222,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,35.0
748,Barragem TB02,VM MINERACAO LTDA,03121422000103,MT,NOSSA SENHORA DO LIVRAMENTO,-15.960463888888889,-56.47827222222222,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
749,Bacia de Decantação S1,SERGIO DA SILVA,***206189***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.923845833333333,-56.16356472222222,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.03
750,T G de Souza,ESTANCIA SESMARIA BOM JARDIM LTDA,33145324000177,MT,NOSSA SENHORA DO LIVRAMENTO,-15.69313611111111,-56.36548055555556,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Enviado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
751,Santa Maria,JOSE MARIA OTAVIO MARTINS DUARTE,***869507***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.647963888888889,-56.38133888888889,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.2
752,JABURU,Joaquim Aderaldo de Souza Neto,***807891***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.948016666666668,-56.276919722222225,Sul do Equador,Média,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
753,Barragem de Rejeito 01,A R WEBER,05742530000129,MT,NOSSA SENHORA DO LIVRAMENTO,-15.774750000000001,-56.28572222222222,Sul do Equador,Alta,Baixa,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
754,Bacia de Rejeitos,MINERACAO ABDALA LTDA,08838089000171,MT,NOSSA SENHORA DO LIVRAMENTO,-15.691361111111112,-56.350972222222225,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.02
755,BR02,MINERACAO ABDALA LTDA,08838089000171,MT,NOSSA SENHORA DO LIVRAMENTO,-15.689327777777779,-56.35328055555556,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.15
756,Barragem do Serginho,SERGIO DA SILVA,***206189***,MT,NOSSA SENHORA DO LIVRAMENTO,-15.921744444444444,-56.16320555555556,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,0.06
757,BR BRASÃO,JOSE MARIA OTAVIO MARTINS DUARTE,***869507***,MT,NOSSA SENHORA DO LIVRAMENTO,-16.058772222222224,-56.35288333333334,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.01
